state,year,week,week_end,all_cause,flag_ac
New York City,2018,17,2018-04-28,978,NA
New York City,2018,18,2018-05-05,1006,NA
New York City,2018,19,2018-05-12,928,NA
New York City,2018,20,2018-05-19,957,NA
New York City,2018,21,2018-05-26,1001,NA
New York City,2018,22,2018-06-02,981,NA
New York City,2018,23,2018-06-09,947,NA
New York City,2018,24,2018-06-16,987,NA
New York City,2018,25,2018-06-23,1046,NA
New York City,2018,26,2018-06-30,976,NA
New York City,2018,27,2018-07-07,1036,NA
New York City,2018,28,2018-07-14,1015,NA
New York City,2018,29,2018-07-21,929,NA
New York City,2018,30,2018-07-28,911,NA
New York City,2018,31,2018-08-04,951,NA
New York City,2018,32,2018-08-11,989,NA
New York City,2018,33,2018-08-18,983,NA
New York City,2018,34,2018-08-25,975,NA
New York City,2018,35,2018-09-01,975,NA
New York City,2018,36,2018-09-08,1008,NA
New York City,2018,37,2018-09-15,958,NA
New York City,2018,38,2018-09-22,999,NA
New York City,2018,39,2018-09-29,981,NA
New York City,2018,40,2018-10-06,1044,NA
New York City,2018,41,2018-10-13,1051,NA
New York City,2018,42,2018-10-20,1062,NA
New York City,2018,43,2018-10-27,1089,NA
New York City,2018,44,2018-11-03,1105,NA
New York City,2018,45,2018-11-10,1057,NA
New York City,2018,46,2018-11-17,1038,NA
New York City,2018,47,2018-11-24,1077,NA
New York City,2018,48,2018-12-01,1094,NA
New York City,2018,49,2018-12-08,1112,NA
New York City,2018,50,2018-12-15,1079,NA
New York City,2018,51,2018-12-22,1099,NA
New York City,2018,52,2018-12-29,1093,NA
North Carolina,2014,1,2014-01-04,1071,NA
North Carolina,2014,2,2014-01-11,1777,NA
North Carolina,2014,3,2014-01-18,1774,NA
North Carolina,2014,4,2014-01-25,1752,NA
North Carolina,2014,5,2014-02-01,1789,NA
North Carolina,2014,6,2014-02-08,1765,NA
North Carolina,2014,7,2014-02-15,1762,NA
North Carolina,2014,8,2014-02-22,1781,NA
North Carolina,2014,9,2014-03-01,1686,NA
North Carolina,2014,10,2014-03-08,1726,NA
North Carolina,2014,11,2014-03-15,1742,NA
North Carolina,2014,12,2014-03-22,1759,NA
North Carolina,2014,13,2014-03-29,1641,NA
North Carolina,2014,14,2014-04-05,1654,NA
North Carolina,2014,15,2014-04-12,1643,NA
North Carolina,2014,16,2014-04-19,1569,NA
North Carolina,2014,17,2014-04-26,1663,NA
North Carolina,2014,18,2014-05-03,1572,NA
North Carolina,2014,19,2014-05-10,1644,NA
North Carolina,2014,20,2014-05-17,1556,NA
North Carolina,2014,21,2014-05-24,1566,NA
North Carolina,2014,22,2014-05-31,1635,NA
North Carolina,2014,23,2014-06-07,1611,NA
North Carolina,2014,24,2014-06-14,1558,NA
North Carolina,2014,25,2014-06-21,1511,NA
North Carolina,2014,26,2014-06-28,1525,NA
North Carolina,2014,27,2014-07-05,1565,NA
North Carolina,2014,28,2014-07-12,1549,NA
North Carolina,2014,29,2014-07-19,1590,NA
North Carolina,2014,30,2014-07-26,1509,NA
North Carolina,2014,31,2014-08-02,1493,NA
North Carolina,2014,32,2014-08-09,1603,NA
North Carolina,2014,33,2014-08-16,1507,NA
North Carolina,2014,34,2014-08-23,1485,NA
North Carolina,2014,35,2014-08-30,1510,NA
North Carolina,2014,36,2014-09-06,1561,NA
North Carolina,2014,37,2014-09-13,1606,NA
North Carolina,2014,38,2014-09-20,1591,NA
North Carolina,2014,39,2014-09-27,1637,NA
North Carolina,2014,40,2014-10-04,1643,NA
North Carolina,2014,41,2014-10-11,1686,NA
North Carolina,2014,42,2014-10-18,1570,NA
North Carolina,2014,43,2014-10-25,1668,NA
North Carolina,2014,44,2014-11-01,1666,NA
North Carolina,2014,45,2014-11-08,1712,NA
North Carolina,2014,46,2014-11-15,1611,NA
North Carolina,2014,47,2014-11-22,1761,NA
North Carolina,2014,48,2014-11-29,1717,NA
North Carolina,2014,49,2014-12-06,1752,NA
North Carolina,2014,50,2014-12-13,1703,NA
North Carolina,2014,51,2014-12-20,1746,NA
North Carolina,2014,52,2014-12-27,1939,NA
North Carolina,2014,53,2015-01-03,2040,NA
North Carolina,2015,1,2015-01-10,2107,NA
North Carolina,2015,2,2015-01-17,2096,NA
North Carolina,2015,3,2015-01-24,1809,NA
North Carolina,2015,4,2015-01-31,1857,NA
North Carolina,2015,5,2015-02-07,1928,NA
North Carolina,2015,6,2015-02-14,1896,NA
North Carolina,2015,7,2015-02-21,1973,NA
North Carolina,2015,8,2015-02-28,1872,NA
North Carolina,2015,9,2015-03-07,1985,NA
North Carolina,2015,10,2015-03-14,1886,NA
North Carolina,2015,11,2015-03-21,1767,NA
North Carolina,2015,12,2015-03-28,1772,NA
North Carolina,2015,13,2015-04-04,1748,NA
North Carolina,2015,14,2015-04-11,1773,NA
North Carolina,2015,15,2015-04-18,1669,NA
North Carolina,2015,16,2015-04-25,1637,NA
North Carolina,2015,17,2015-05-02,1594,NA
North Carolina,2015,18,2015-05-09,1723,NA
North Carolina,2015,19,2015-05-16,1652,NA
North Carolina,2015,20,2015-05-23,1596,NA
North Carolina,2015,21,2015-05-30,1618,NA
North Carolina,2015,22,2015-06-06,1626,NA
North Carolina,2015,23,2015-06-13,1667,NA
North Carolina,2015,24,2015-06-20,1700,NA
North Carolina,2015,25,2015-06-27,1628,NA
North Carolina,2015,26,2015-07-04,1624,NA
North Carolina,2015,27,2015-07-11,1657,NA
North Carolina,2015,28,2015-07-18,1605,NA
North Carolina,2015,29,2015-07-25,1603,NA
North Carolina,2015,30,2015-08-01,1576,NA
North Carolina,2015,31,2015-08-08,1575,NA
North Carolina,2015,32,2015-08-15,1551,NA
North Carolina,2015,33,2015-08-22,1640,NA
North Carolina,2015,34,2015-08-29,1601,NA
North Carolina,2015,35,2015-09-05,1645,NA
North Carolina,2015,36,2015-09-12,1629,NA
North Carolina,2015,37,2015-09-19,1606,NA
North Carolina,2015,38,2015-09-26,1638,NA
North Carolina,2015,39,2015-10-03,1645,NA
North Carolina,2015,40,2015-10-10,1684,NA
North Carolina,2015,41,2015-10-17,1649,NA
North Carolina,2015,42,2015-10-24,1724,NA
North Carolina,2015,43,2015-10-31,1707,NA
North Carolina,2015,44,2015-11-07,1791,NA
North Carolina,2015,45,2015-11-14,1663,NA
North Carolina,2015,46,2015-11-21,1719,NA
North Carolina,2015,47,2015-11-28,1734,NA
North Carolina,2015,48,2015-12-05,1738,NA
North Carolina,2015,49,2015-12-12,1815,NA
North Carolina,2015,50,2015-12-19,1683,NA
North Carolina,2015,51,2015-12-26,1842,NA
North Carolina,2015,52,2016-01-02,1685,NA
North Carolina,2016,1,2016-01-09,1916,NA
North Carolina,2016,2,2016-01-16,1862,NA
North Carolina,2016,3,2016-01-23,1902,NA
North Carolina,2016,4,2016-01-30,1949,NA
North Carolina,2016,5,2016-02-06,1886,NA
North Carolina,2016,6,2016-02-13,1846,NA
North Carolina,2016,7,2016-02-20,1848,NA
North Carolina,2016,8,2016-02-27,1797,NA
North Carolina,2016,9,2016-03-05,1893,NA
North Carolina,2016,10,2016-03-12,1875,NA
North Carolina,2016,11,2016-03-19,1719,NA
North Carolina,2016,12,2016-03-26,1883,NA
North Carolina,2016,13,2016-04-02,1821,NA
North Carolina,2016,14,2016-04-09,1745,NA
North Carolina,2016,15,2016-04-16,1798,NA
North Carolina,2016,16,2016-04-23,1688,NA
North Carolina,2016,17,2016-04-30,1670,NA
North Carolina,2016,18,2016-05-07,1705,NA
North Carolina,2016,19,2016-05-14,1760,NA
North Carolina,2016,20,2016-05-21,1632,NA
North Carolina,2016,21,2016-05-28,1650,NA
North Carolina,2016,22,2016-06-04,1704,NA
North Carolina,2016,23,2016-06-11,1662,NA
North Carolina,2016,24,2016-06-18,1619,NA
North Carolina,2016,25,2016-06-25,1632,NA
North Carolina,2016,26,2016-07-02,1713,NA
North Carolina,2016,27,2016-07-09,1648,NA
North Carolina,2016,28,2016-07-16,1685,NA
North Carolina,2016,29,2016-07-23,1607,NA
North Carolina,2016,30,2016-07-30,1591,NA
North Carolina,2016,31,2016-08-06,1593,NA
North Carolina,2016,32,2016-08-13,1593,NA
North Carolina,2016,33,2016-08-20,1621,NA
North Carolina,2016,34,2016-08-27,1646,NA
North Carolina,2016,35,2016-09-03,1659,NA
North Carolina,2016,36,2016-09-10,1665,NA
North Carolina,2016,37,2016-09-17,1575,NA
North Carolina,2016,38,2016-09-24,1696,NA
North Carolina,2016,39,2016-10-01,1688,NA
North Carolina,2016,40,2016-10-08,1669,NA
North Carolina,2016,41,2016-10-15,1777,NA
North Carolina,2016,42,2016-10-22,1733,NA
North Carolina,2016,43,2016-10-29,1768,NA
North Carolina,2016,44,2016-11-05,1770,NA
North Carolina,2016,45,2016-11-12,1780,NA
North Carolina,2016,46,2016-11-19,1849,NA
North Carolina,2016,47,2016-11-26,1767,NA
North Carolina,2016,48,2016-12-03,1821,NA
North Carolina,2016,49,2016-12-10,1846,NA
North Carolina,2016,50,2016-12-17,1903,NA
North Carolina,2016,51,2016-12-24,1818,NA
North Carolina,2016,52,2016-12-31,1935,NA
North Carolina,2017,1,2017-01-07,2002,NA
North Carolina,2017,2,2017-01-14,1988,NA
North Carolina,2017,3,2017-01-21,1870,NA
North Carolina,2017,4,2017-01-28,1906,NA
North Carolina,2017,5,2017-02-04,1827,NA
North Carolina,2017,6,2017-02-11,1938,NA
North Carolina,2017,7,2017-02-18,1881,NA
North Carolina,2017,8,2017-02-25,2004,NA
North Carolina,2017,9,2017-03-04,1966,NA
North Carolina,2017,10,2017-03-11,1989,NA
North Carolina,2017,11,2017-03-18,1992,NA
North Carolina,2017,12,2017-03-25,2012,NA
North Carolina,2017,13,2017-04-01,1945,NA
North Carolina,2017,14,2017-04-08,1872,NA
North Carolina,2017,15,2017-04-15,1805,NA
North Carolina,2017,16,2017-04-22,1737,NA
North Carolina,2017,17,2017-04-29,1766,NA
North Carolina,2017,18,2017-05-06,1753,NA
North Carolina,2017,19,2017-05-13,1692,NA
North Carolina,2017,20,2017-05-20,1812,NA
North Carolina,2017,21,2017-05-27,1754,NA
North Carolina,2017,22,2017-06-03,1670,NA
North Carolina,2017,23,2017-06-10,1745,NA
North Carolina,2017,24,2017-06-17,1635,NA
North Carolina,2017,25,2017-06-24,1679,NA
North Carolina,2017,26,2017-07-01,1706,NA
North Carolina,2017,27,2017-07-08,1774,NA
North Carolina,2017,28,2017-07-15,1643,NA
North Carolina,2017,29,2017-07-22,1694,NA
North Carolina,2017,30,2017-07-29,1666,NA
North Carolina,2017,31,2017-08-05,1653,NA
North Carolina,2017,32,2017-08-12,1695,NA
North Carolina,2017,33,2017-08-19,1726,NA
North Carolina,2017,34,2017-08-26,1677,NA
North Carolina,2017,35,2017-09-02,1779,NA
North Carolina,2017,36,2017-09-09,1643,NA
North Carolina,2017,37,2017-09-16,1703,NA
North Carolina,2017,38,2017-09-23,1766,NA
North Carolina,2017,39,2017-09-30,1739,NA
North Carolina,2017,40,2017-10-07,1738,NA
North Carolina,2017,41,2017-10-14,1770,NA
North Carolina,2017,42,2017-10-21,1687,NA
North Carolina,2017,43,2017-10-28,1721,NA
North Carolina,2017,44,2017-11-04,1817,NA
North Carolina,2017,45,2017-11-11,1763,NA
North Carolina,2017,46,2017-11-18,1823,NA
North Carolina,2017,47,2017-11-25,1765,NA
North Carolina,2017,48,2017-12-02,1774,NA
North Carolina,2017,49,2017-12-09,1879,NA
North Carolina,2017,50,2017-12-16,1954,NA
North Carolina,2017,51,2017-12-23,1963,NA
North Carolina,2017,52,2017-12-30,1982,NA
North Carolina,2018,1,2018-01-06,2142,NA
North Carolina,2018,2,2018-01-13,2208,NA
North Carolina,2018,3,2018-01-20,2116,NA
North Carolina,2018,4,2018-01-27,2089,NA
North Carolina,2018,5,2018-02-03,2094,NA
North Carolina,2018,6,2018-02-10,2096,NA
North Carolina,2018,7,2018-02-17,2058,NA
North Carolina,2018,8,2018-02-24,1903,NA
North Carolina,2018,9,2018-03-03,1805,NA
North Carolina,2018,10,2018-03-10,1905,NA
North Carolina,2018,11,2018-03-17,1844,NA
North Carolina,2018,12,2018-03-24,1765,NA
North Carolina,2018,13,2018-03-31,1815,NA
North Carolina,2018,14,2018-04-07,1799,NA
North Carolina,2018,15,2018-04-14,1834,NA
North Carolina,2018,16,2018-04-21,1772,NA
North Carolina,2018,17,2018-04-28,1703,NA
North Carolina,2018,18,2018-05-05,1772,NA
North Carolina,2018,19,2018-05-12,1787,NA
North Carolina,2018,20,2018-05-19,1633,NA
North Carolina,2018,21,2018-05-26,1722,NA
North Carolina,2018,22,2018-06-02,1700,NA
North Carolina,2018,23,2018-06-09,1773,NA
North Carolina,2018,24,2018-06-16,1779,NA
North Carolina,2018,25,2018-06-23,1760,NA
North Carolina,2018,26,2018-06-30,1727,NA
North Carolina,2018,27,2018-07-07,1741,NA
North Carolina,2018,28,2018-07-14,1695,NA
North Carolina,2018,29,2018-07-21,1687,NA
North Carolina,2018,30,2018-07-28,1652,NA
North Carolina,2018,31,2018-08-04,1704,NA
North Carolina,2018,32,2018-08-11,1673,NA
North Carolina,2018,33,2018-08-18,1727,NA
North Carolina,2018,34,2018-08-25,1667,NA
North Carolina,2018,35,2018-09-01,1701,NA
North Carolina,2018,36,2018-09-08,1725,NA
North Carolina,2018,37,2018-09-15,1662,NA
North Carolina,2018,38,2018-09-22,1722,NA
North Carolina,2018,39,2018-09-29,1685,NA
North Carolina,2018,40,2018-10-06,1744,NA
North Carolina,2018,41,2018-10-13,1789,NA
North Carolina,2018,42,2018-10-20,1780,NA
North Carolina,2018,43,2018-10-27,1748,NA
North Carolina,2018,44,2018-11-03,1879,NA
North Carolina,2018,45,2018-11-10,1838,NA
North Carolina,2018,46,2018-11-17,1845,NA
North Carolina,2018,47,2018-11-24,1790,NA
North Carolina,2018,48,2018-12-01,1844,NA
North Carolina,2018,49,2018-12-08,1950,NA
North Carolina,2018,50,2018-12-15,1894,NA
North Carolina,2018,51,2018-12-22,1976,NA
North Carolina,2018,52,2018-12-29,1838,NA
North Dakota,2014,1,2014-01-04,82,NA
North Dakota,2014,2,2014-01-11,138,NA
North Dakota,2014,3,2014-01-18,138,NA
North Dakota,2014,4,2014-01-25,131,NA
North Dakota,2014,5,2014-02-01,127,NA
North Dakota,2014,6,2014-02-08,112,NA
North Dakota,2014,7,2014-02-15,146,NA
North Dakota,2014,8,2014-02-22,128,NA
North Dakota,2014,9,2014-03-01,146,NA
North Dakota,2014,10,2014-03-08,130,NA
North Dakota,2014,11,2014-03-15,154,NA
North Dakota,2014,12,2014-03-22,130,NA
North Dakota,2014,13,2014-03-29,129,NA
North Dakota,2014,14,2014-04-05,135,NA
North Dakota,2014,15,2014-04-12,136,NA
North Dakota,2014,16,2014-04-19,105,NA
North Dakota,2014,17,2014-04-26,137,NA
North Dakota,2014,18,2014-05-03,143,NA
North Dakota,2014,19,2014-05-10,131,NA
North Dakota,2014,20,2014-05-17,122,NA
North Dakota,2014,21,2014-05-24,128,NA
North Dakota,2014,22,2014-05-31,132,NA
North Dakota,2014,23,2014-06-07,124,NA
North Dakota,2014,24,2014-06-14,112,NA
North Dakota,2014,25,2014-06-21,121,NA
North Dakota,2014,26,2014-06-28,108,NA
North Dakota,2014,27,2014-07-05,119,NA
North Dakota,2014,28,2014-07-12,128,NA
North Dakota,2014,29,2014-07-19,116,NA
North Dakota,2014,30,2014-07-26,129,NA
North Dakota,2014,31,2014-08-02,118,NA
North Dakota,2014,32,2014-08-09,117,NA
North Dakota,2014,33,2014-08-16,125,NA
North Dakota,2014,34,2014-08-23,116,NA
North Dakota,2014,35,2014-08-30,118,NA
North Dakota,2014,36,2014-09-06,134,NA
North Dakota,2014,37,2014-09-13,125,NA
North Dakota,2014,38,2014-09-20,128,NA
North Dakota,2014,39,2014-09-27,131,NA
North Dakota,2014,40,2014-10-04,130,NA
North Dakota,2014,41,2014-10-11,163,NA
North Dakota,2014,42,2014-10-18,131,NA
North Dakota,2014,43,2014-10-25,122,NA
North Dakota,2014,44,2014-11-01,136,NA
North Dakota,2014,45,2014-11-08,137,NA
North Dakota,2014,46,2014-11-15,129,NA
North Dakota,2014,47,2014-11-22,134,NA
North Dakota,2014,48,2014-11-29,114,NA
North Dakota,2014,49,2014-12-06,148,NA
North Dakota,2014,50,2014-12-13,129,NA
North Dakota,2014,51,2014-12-20,138,NA
North Dakota,2014,52,2014-12-27,141,NA
North Dakota,2014,53,2015-01-03,174,NA
North Dakota,2015,1,2015-01-10,162,NA
North Dakota,2015,2,2015-01-17,178,NA
North Dakota,2015,3,2015-01-24,157,NA
North Dakota,2015,4,2015-01-31,128,NA
North Dakota,2015,5,2015-02-07,140,NA
North Dakota,2015,6,2015-02-14,124,NA
North Dakota,2015,7,2015-02-21,151,NA
North Dakota,2015,8,2015-02-28,134,NA
North Dakota,2015,9,2015-03-07,128,NA
North Dakota,2015,10,2015-03-14,133,NA
North Dakota,2015,11,2015-03-21,142,NA
North Dakota,2015,12,2015-03-28,153,NA
North Dakota,2015,13,2015-04-04,145,NA
North Dakota,2015,14,2015-04-11,147,NA
North Dakota,2015,15,2015-04-18,146,NA
North Dakota,2015,16,2015-04-25,118,NA
North Dakota,2015,17,2015-05-02,139,NA
North Dakota,2015,18,2015-05-09,122,NA
North Dakota,2015,19,2015-05-16,133,NA
North Dakota,2015,20,2015-05-23,124,NA
North Dakota,2015,21,2015-05-30,126,NA
North Dakota,2015,22,2015-06-06,122,NA
North Dakota,2015,23,2015-06-13,128,NA
North Dakota,2015,24,2015-06-20,132,NA
North Dakota,2015,25,2015-06-27,124,NA
North Dakota,2015,26,2015-07-04,122,NA
North Dakota,2015,27,2015-07-11,150,NA
North Dakota,2015,28,2015-07-18,106,NA
North Dakota,2015,29,2015-07-25,130,NA
North Dakota,2015,30,2015-08-01,133,NA
North Dakota,2015,31,2015-08-08,108,NA
North Dakota,2015,32,2015-08-15,132,NA
North Dakota,2015,33,2015-08-22,105,NA
North Dakota,2015,34,2015-08-29,142,NA
North Dakota,2015,35,2015-09-05,114,NA
North Dakota,2015,36,2015-09-12,133,NA
North Dakota,2015,37,2015-09-19,132,NA
North Dakota,2015,38,2015-09-26,140,NA
North Dakota,2015,39,2015-10-03,124,NA
North Dakota,2015,40,2015-10-10,130,NA
North Dakota,2015,41,2015-10-17,122,NA
North Dakota,2015,42,2015-10-24,121,NA
North Dakota,2015,43,2015-10-31,131,NA
North Dakota,2015,44,2015-11-07,122,NA
North Dakota,2015,45,2015-11-14,133,NA
North Dakota,2015,46,2015-11-21,130,NA
North Dakota,2015,47,2015-11-28,133,NA
North Dakota,2015,48,2015-12-05,126,NA
North Dakota,2015,49,2015-12-12,133,NA
North Dakota,2015,50,2015-12-19,118,NA
North Dakota,2015,51,2015-12-26,116,NA
North Dakota,2015,52,2016-01-02,122,NA
North Dakota,2016,1,2016-01-09,118,NA
North Dakota,2016,2,2016-01-16,137,NA
North Dakota,2016,3,2016-01-23,135,NA
North Dakota,2016,4,2016-01-30,130,NA
North Dakota,2016,5,2016-02-06,125,NA
North Dakota,2016,6,2016-02-13,126,NA
North Dakota,2016,7,2016-02-20,141,NA
North Dakota,2016,8,2016-02-27,115,NA
North Dakota,2016,9,2016-03-05,131,NA
North Dakota,2016,10,2016-03-12,151,NA
North Dakota,2016,11,2016-03-19,137,NA
North Dakota,2016,12,2016-03-26,132,NA
North Dakota,2016,13,2016-04-02,128,NA
North Dakota,2016,14,2016-04-09,126,NA
North Dakota,2016,15,2016-04-16,124,NA
North Dakota,2016,16,2016-04-23,136,NA
North Dakota,2016,17,2016-04-30,132,NA
North Dakota,2016,18,2016-05-07,133,NA
North Dakota,2016,19,2016-05-14,118,NA
North Dakota,2016,20,2016-05-21,141,NA
North Dakota,2016,21,2016-05-28,130,NA
North Dakota,2016,22,2016-06-04,124,NA
North Dakota,2016,23,2016-06-11,152,NA
North Dakota,2016,24,2016-06-18,129,NA
North Dakota,2016,25,2016-06-25,122,NA
North Dakota,2016,26,2016-07-02,128,NA
North Dakota,2016,27,2016-07-09,110,NA
North Dakota,2016,28,2016-07-16,126,NA
North Dakota,2016,29,2016-07-23,114,NA
North Dakota,2016,30,2016-07-30,128,NA
North Dakota,2016,31,2016-08-06,107,NA
North Dakota,2016,32,2016-08-13,113,NA
North Dakota,2016,33,2016-08-20,117,NA
North Dakota,2016,34,2016-08-27,118,NA
North Dakota,2016,35,2016-09-03,124,NA
North Dakota,2016,36,2016-09-10,124,NA
North Dakota,2016,37,2016-09-17,143,NA
North Dakota,2016,38,2016-09-24,116,NA
North Dakota,2016,39,2016-10-01,104,NA
North Dakota,2016,40,2016-10-08,144,NA
North Dakota,2016,41,2016-10-15,149,NA
North Dakota,2016,42,2016-10-22,151,NA
North Dakota,2016,43,2016-10-29,137,NA
North Dakota,2016,44,2016-11-05,159,NA
North Dakota,2016,45,2016-11-12,122,NA
North Dakota,2016,46,2016-11-19,136,NA
North Dakota,2016,47,2016-11-26,147,NA
North Dakota,2016,48,2016-12-03,134,NA
North Dakota,2016,49,2016-12-10,127,NA
North Dakota,2016,50,2016-12-17,151,NA
North Dakota,2016,51,2016-12-24,128,NA
North Dakota,2016,52,2016-12-31,135,NA
North Dakota,2017,1,2017-01-07,117,NA
North Dakota,2017,2,2017-01-14,142,NA
North Dakota,2017,3,2017-01-21,146,NA
North Dakota,2017,4,2017-01-28,153,NA
North Dakota,2017,5,2017-02-04,121,NA
North Dakota,2017,6,2017-02-11,142,NA
North Dakota,2017,7,2017-02-18,150,NA
North Dakota,2017,8,2017-02-25,151,NA
North Dakota,2017,9,2017-03-04,151,NA
North Dakota,2017,10,2017-03-11,142,NA
North Dakota,2017,11,2017-03-18,140,NA
North Dakota,2017,12,2017-03-25,136,NA
North Dakota,2017,13,2017-04-01,140,NA
North Dakota,2017,14,2017-04-08,167,NA
North Dakota,2017,15,2017-04-15,140,NA
North Dakota,2017,16,2017-04-22,152,NA
North Dakota,2017,17,2017-04-29,123,NA
North Dakota,2017,18,2017-05-06,129,NA
North Dakota,2017,19,2017-05-13,144,NA
North Dakota,2017,20,2017-05-20,120,NA
North Dakota,2017,21,2017-05-27,134,NA
North Dakota,2017,22,2017-06-03,124,NA
North Dakota,2017,23,2017-06-10,136,NA
North Dakota,2017,24,2017-06-17,122,NA
North Dakota,2017,25,2017-06-24,126,NA
North Dakota,2017,26,2017-07-01,139,NA
North Dakota,2017,27,2017-07-08,109,NA
North Dakota,2017,28,2017-07-15,115,NA
North Dakota,2017,29,2017-07-22,141,NA
North Dakota,2017,30,2017-07-29,115,NA
North Dakota,2017,31,2017-08-05,128,NA
North Dakota,2017,32,2017-08-12,113,NA
North Dakota,2017,33,2017-08-19,155,NA
North Dakota,2017,34,2017-08-26,120,NA
North Dakota,2017,35,2017-09-02,124,NA
North Dakota,2017,36,2017-09-09,130,NA
North Dakota,2017,37,2017-09-16,128,NA
North Dakota,2017,38,2017-09-23,138,NA
North Dakota,2017,39,2017-09-30,142,NA
North Dakota,2017,40,2017-10-07,157,NA
North Dakota,2017,41,2017-10-14,106,NA
North Dakota,2017,42,2017-10-21,134,NA
North Dakota,2017,43,2017-10-28,151,NA
North Dakota,2017,44,2017-11-04,154,NA
North Dakota,2017,45,2017-11-11,145,NA
North Dakota,2017,46,2017-11-18,136,NA
North Dakota,2017,47,2017-11-25,127,NA
North Dakota,2017,48,2017-12-02,153,NA
North Dakota,2017,49,2017-12-09,150,NA
North Dakota,2017,50,2017-12-16,140,NA
North Dakota,2017,51,2017-12-23,139,NA
North Dakota,2017,52,2017-12-30,132,NA
North Dakota,2018,1,2018-01-06,160,NA
North Dakota,2018,2,2018-01-13,153,NA
North Dakota,2018,3,2018-01-20,152,NA
North Dakota,2018,4,2018-01-27,150,NA
North Dakota,2018,5,2018-02-03,149,NA
North Dakota,2018,6,2018-02-10,133,NA
North Dakota,2018,7,2018-02-17,128,NA
North Dakota,2018,8,2018-02-24,157,NA
North Dakota,2018,9,2018-03-03,125,NA
North Dakota,2018,10,2018-03-10,152,NA
North Dakota,2018,11,2018-03-17,130,NA
North Dakota,2018,12,2018-03-24,135,NA
North Dakota,2018,13,2018-03-31,139,NA
North Dakota,2018,14,2018-04-07,144,NA
North Dakota,2018,15,2018-04-14,127,NA
North Dakota,2018,16,2018-04-21,138,NA
North Dakota,2018,17,2018-04-28,135,NA
North Dakota,2018,18,2018-05-05,123,NA
North Dakota,2018,19,2018-05-12,127,NA
North Dakota,2018,20,2018-05-19,128,NA
North Dakota,2018,21,2018-05-26,128,NA
North Dakota,2018,22,2018-06-02,133,NA
North Dakota,2018,23,2018-06-09,121,NA
North Dakota,2018,24,2018-06-16,120,NA
North Dakota,2018,25,2018-06-23,127,NA
North Dakota,2018,26,2018-06-30,126,NA
North Dakota,2018,27,2018-07-07,128,NA
North Dakota,2018,28,2018-07-14,143,NA
North Dakota,2018,29,2018-07-21,105,NA
North Dakota,2018,30,2018-07-28,124,NA
North Dakota,2018,31,2018-08-04,139,NA
North Dakota,2018,32,2018-08-11,117,NA
North Dakota,2018,33,2018-08-18,136,NA
North Dakota,2018,34,2018-08-25,113,NA
North Dakota,2018,35,2018-09-01,100,NA
North Dakota,2018,36,2018-09-08,114,NA
North Dakota,2018,37,2018-09-15,139,NA
North Dakota,2018,38,2018-09-22,131,NA
North Dakota,2018,39,2018-09-29,137,NA
North Dakota,2018,40,2018-10-06,130,NA
North Dakota,2018,41,2018-10-13,138,NA
North Dakota,2018,42,2018-10-20,161,NA
North Dakota,2018,43,2018-10-27,137,NA
North Dakota,2018,44,2018-11-03,159,NA
North Dakota,2018,45,2018-11-10,139,NA
North Dakota,2018,46,2018-11-17,127,NA
North Dakota,2018,47,2018-11-24,166,NA
North Dakota,2018,48,2018-12-01,132,NA
North Dakota,2018,49,2018-12-08,127,NA
North Dakota,2018,50,2018-12-15,129,NA
North Dakota,2018,51,2018-12-22,141,NA
North Dakota,2018,52,2018-12-29,150,NA
Ohio,2014,1,2014-01-04,1320,NA
Ohio,2014,2,2014-01-11,2511,NA
Ohio,2014,3,2014-01-18,2330,NA
Ohio,2014,4,2014-01-25,2340,NA
Ohio,2014,5,2014-02-01,2288,NA
Ohio,2014,6,2014-02-08,2227,NA
Ohio,2014,7,2014-02-15,2396,NA
Ohio,2014,8,2014-02-22,2249,NA
Ohio,2014,9,2014-03-01,2243,NA
Ohio,2014,10,2014-03-08,2298,NA
Ohio,2014,11,2014-03-15,2282,NA
Ohio,2014,12,2014-03-22,2155,NA
Ohio,2014,13,2014-03-29,2157,NA
Ohio,2014,14,2014-04-05,2170,NA
Ohio,2014,15,2014-04-12,2184,NA
Ohio,2014,16,2014-04-19,2139,NA
Ohio,2014,17,2014-04-26,2087,NA
Ohio,2014,18,2014-05-03,2089,NA
Ohio,2014,19,2014-05-10,2124,NA
Ohio,2014,20,2014-05-17,1888,NA
Ohio,2014,21,2014-05-24,2072,NA
Ohio,2014,22,2014-05-31,2066,NA
Ohio,2014,23,2014-06-07,2026,NA
Ohio,2014,24,2014-06-14,2020,NA
Ohio,2014,25,2014-06-21,2050,NA
Ohio,2014,26,2014-06-28,1987,NA
Ohio,2014,27,2014-07-05,1906,NA
Ohio,2014,28,2014-07-12,2079,NA
Ohio,2014,29,2014-07-19,2013,NA
Ohio,2014,30,2014-07-26,2081,NA
Ohio,2014,31,2014-08-02,1999,NA
Ohio,2014,32,2014-08-09,1991,NA
Ohio,2014,33,2014-08-16,1945,NA
Ohio,2014,34,2014-08-23,2008,NA
Ohio,2014,35,2014-08-30,2002,NA
Ohio,2014,36,2014-09-06,2027,NA
Ohio,2014,37,2014-09-13,1937,NA
Ohio,2014,38,2014-09-20,1988,NA
Ohio,2014,39,2014-09-27,2098,NA
Ohio,2014,40,2014-10-04,2053,NA
