X1,state,week_end_date,week_start_date,baseline_all_cause,baseline_all_cause_lower,baseline_all_cause_upper,all_cause_deaths,excess_all_cause_deaths,covid19.nchs,year,week,day,baseline_pi,baseline_pi_lower,baseline_pi_upper,pneumonia_influenza_covid,excess_pneumonia_influenza_covid,pic.denom,date,testN,covid.track.death,pop2019,test.week.per.capita,week_end,lag,quantile_rank,type_of_order,restrictions,Last checked,restriction_type,adjusted_expected,adjusted_expected_minus_covid
3119,ID,2020-02-22,2020-02-16,294,259,330,318,24,0,2020,8,1,22,13,32,21,-1,318.5,,,,,,,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,24,24
3120,ID,2020-02-29,2020-02-23,293,259,330,289,-4,0,2020,9,1,20,11,29,20,0,289.5,,,,,,,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-4,-4
3121,ID,2020-03-07,2020-03-01,292,258,327,278,-14,0,2020,10,1,18,10,28,20,2,278.5,2020-03-01,0,0,1787065,0,2020-03-07,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-14,-14
3122,ID,2020-03-14,2020-03-08,289,256,324,284,-5,0,2020,11,1,18,10,27,21,3,284.5,2020-03-08,149,0,1787065,0.0833769336873589,2020-03-14,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-5,-5
3123,ID,2020-03-21,2020-03-15,287,253,321,308,21,0,2020,12,1,18,10,27,26,8,308.5,2020-03-15,735,0,1787065,0.411288901075227,2020-03-21,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,21,21
3124,ID,2020-03-28,2020-03-22,285,251,319.025,332,47,6,2020,13,1,18,10,28,20,2,332.5,2020-03-22,2661,4,1787065,1.48903369491317,2020-03-28,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,47,41
3125,ID,2020-04-04,2020-03-29,282,249,318,271,-11,7,2020,14,1,14,7,22,22,8,271.5,2020-03-29,5298,6,1787065,2.96463754815857,2020-04-04,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-11,-18
3126,ID,2020-04-11,2020-04-05,281,248,315,305,24,22,2020,15,1,15,8,23,34,19,305.5,2020-04-05,4894,15,1787065,2.73856854675124,2020-04-11,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,24,2
3127,ID,2020-04-18,2020-04-12,279,246,313,282,3,11,2020,16,1,13,6,21,19,6,282.5,2020-04-12,3183,18,1787065,1.781132751187,2020-04-18,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,3,-8
3128,ID,2020-04-25,2020-04-19,277,244,312,261,-16,12,2020,17,1,12,5,19,24,12,261.5,2020-04-19,2534,11,1787065,1.41796744942126,2020-04-25,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-16,-28
3129,ID,2020-05-02,2020-04-26,273,240,308,246,-27,2,2020,18,1,11,5,18,15,4,246.5,2020-04-26,10009,9,1787065,5.60080355219312,2020-05-02,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,-27,-29
3130,ID,2020-05-09,2020-05-03,271,238,305,298,27,4,2020,19,1,13,6,21,13,0,298.5,2020-05-03,2316,4,1787065,1.29597972093908,2020-05-09,0.93730523568952,2,Statewide stay-at-home order,moderate,5/15/20,moderate,27,23
3353,IL,2020-01-04,2019-12-29,2246,2151,2342,2190,-56,0,2020,1,1,158,133,184,142,-16,2190.5,,,,,,,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-56,-56
3354,IL,2020-01-11,2020-01-05,2251,2155,2347,2248,-3,0,2020,2,1,164,139,190,166,2,2248.5,,,,,,,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-3,-3
3355,IL,2020-01-18,2020-01-12,2256,2163.975,2352,2229,-27,0,2020,3,1,164,139,191,147,-17,2229.5,,,,,,,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-27,-27
3356,IL,2020-01-25,2020-01-19,2263,2171,2361,2198,-65,0,2020,4,1,167,142,193,176,9,2198.5,,,,,,,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-65,-65
3357,IL,2020-02-01,2020-01-26,2264,2169,2362,2137,-127,0,2020,5,1,165,139,191,171,6,2137.5,,,,,,,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-127,-127
3358,IL,2020-02-08,2020-02-02,2256,2160,2353.025,2230,-26,0,2020,6,1,172,146,200,167,-5,2230.5,,,,,,,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-26,-26
3359,IL,2020-02-15,2020-02-09,2247,2149,2344,2217,-30,0,2020,7,1,172,145,198,154,-18,2217.5,,,,,,,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-30,-30
3360,IL,2020-02-22,2020-02-16,2218,2122,2314.025,2204,-14,0,2020,8,1,164,140,191,157,-7,2204.5,,,,,,,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-14,-14
3361,IL,2020-02-29,2020-02-23,2196,2101,2291,2208,12,0,2020,9,1,162,137,189,158,-4,2208.5,,,,,,,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,12,12
3362,IL,2020-03-07,2020-03-01,2170,2078,2266,2247,77,0,2020,10,1,161,135,187,196,35,2247.5,2020-03-01,69,0,12671821,0.00544515267379487,2020-03-07,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,77,77
3363,IL,2020-03-14,2020-03-08,2139,2046,2236,2185,46,20,2020,11,1,150,126,176,186,36,2185.5,2020-03-08,165,0,12671821,0.0130210172634225,2020-03-14,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,46,26
3364,IL,2020-03-21,2020-03-15,2104,2010,2201,2276,172,13,2020,12,1,149,125,175,195,46,2276.5,2020-03-15,5879,6,12671821,0.463942790858551,2020-03-21,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,172,159
3365,IL,2020-03-28,2020-03-22,2081,1989,2176,2286,205,68,2020,13,1,146,122,172,272,126,2286.5,2020-03-22,19250,41,12671821,1.51911868073263,2020-03-28,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,205,137
3366,IL,2020-04-04,2020-03-29,2057,1965,2152,2603,546,287,2020,14,1,162,136,190,482,320,2603.5,2020-03-29,28090,196,12671821,2.21672954502751,2020-04-04,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,546,259
3367,IL,2020-04-11,2020-04-05,2035,1944,2128,2843,808,460,2020,15,1,173,146,201,633,460,2843.5,2020-04-05,38568,434,12671821,3.04360359888291,2020-04-11,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,808,348
3368,IL,2020-04-18,2020-04-12,2009,1917,2102,2870,861,564,2020,16,1,171,144,198,745,574,2870.5,2020-04-12,45255,582,12671821,3.57130991670416,2020-04-18,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,861,297
3369,IL,2020-04-25,2020-04-19,1979,1890.975,2071,2916,937,621,2020,17,1,170,143,197,748,578,2916.5,2020-04-19,64213,615,12671821,5.06738534264333,2020-04-25,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,937,316
3370,IL,2020-05-02,2020-04-26,1932,1845,2025,2765,833,641,2020,18,1,157,132,183,790,633,2765.5,2020-04-26,98279,685,12671821,7.75571245837516,2020-05-02,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,833,192
3371,IL,2020-05-09,2020-05-03,1842,1754,1930,2709,867,656,2020,19,1,151,126,176,778,627,2709.5,2020-05-03,116435,790,12671821,9.18849784888849,2020-05-09,0.966417078841556,3,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,867,211
3594,IN,2020-01-04,2019-12-29,1418,1341,1497,1467,49,0,2020,1,1,113,92,135,133,20,1467.5,,,,,,,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,49,49
3595,IN,2020-01-11,2020-01-05,1421,1344,1498,1387,-34,0,2020,2,1,108,87,129,119,11,1387.5,,,,,,,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-34,-34
3596,IN,2020-01-18,2020-01-12,1423,1348,1502,1382,-41,0,2020,3,1,109,89,131,108,-1,1382.5,,,,,,,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-41,-41
3597,IN,2020-01-25,2020-01-19,1425,1351,1502.025,1412,-13,0,2020,4,1,113,92,135,102,-11,1412.5,,,,,,,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-13,-13
3598,IN,2020-02-01,2020-01-26,1425,1348,1502,1367,-58,0,2020,5,1,111,91,134,102,-9,1367.5,,,,,,,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-58,-58
3599,IN,2020-02-08,2020-02-02,1423,1348,1502,1357,-66,0,2020,6,1,113,92,135,116,3,1357.5,,,,,,,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-66,-66
3600,IN,2020-02-15,2020-02-09,1415,1338.975,1494,1415,0,0,2020,7,1,118,97,141,101,-17,1415.5,,,,,,,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,0,0
3601,IN,2020-02-22,2020-02-16,1405,1330,1482.025,1396,-9,0,2020,8,1,117,95,140,118,1,1396.5,,,,,,,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-9,-9
3602,IN,2020-02-29,2020-02-23,1393,1317,1471,1437,44,0,2020,9,1,119,98,142,122,3,1437.5,,,,,,,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,44,44
3603,IN,2020-03-07,2020-03-01,1377,1301,1451,1350,-27,0,2020,10,1,110,89,132,108,-2,1350.5,2020-03-01,0,0,6732219,0,2020-03-07,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-27,-27
3604,IN,2020-03-14,2020-03-08,1360,1288,1436.025,1384,24,16,2020,11,1,111,91,133,128,17,1384.5,2020-03-08,88,0,6732219,0.0130714701943,2020-03-14,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,24,8
3605,IN,2020-03-21,2020-03-15,1345,1272,1423,1304,-41,15,2020,12,1,102,82,123,114,12,1304.5,2020-03-15,744,4,6732219,0.110513338915445,2020-03-21,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-41,-56
3606,IN,2020-03-28,2020-03-22,1326,1253,1402,1453,127,50,2020,13,1,111,90,133,170,59,1453.5,2020-03-22,7574,27,6732219,1.12503767331395,2020-03-28,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,127,77
3607,IN,2020-04-04,2020-03-29,1305,1233,1381,1549,244,152,2020,14,1,115,93,137,284,169,1549.5,2020-03-29,11393,85,6732219,1.69230977185977,2020-04-04,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,244,92
3608,IN,2020-04-11,2020-04-05,1280,1208,1353.025,1587,307,223,2020,15,1,114,92,136,346,232,1587.5,2020-04-05,19415,214,6732219,2.88389311161743,2020-04-11,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,307,84
3609,IN,2020-04-18,2020-04-12,1248,1177,1320,1453,205,261,2020,16,1,100,80,122,354,254,1453.5,2020-04-12,17658,215,6732219,2.62290932603351,2020-04-18,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,205,-56
3610,IN,2020-04-25,2020-04-19,1212,1140,1284.025,1523,311,286,2020,17,1,101,82,123,387,286,1523.5,2020-04-19,22901,240,6732219,3.40170157863254,2020-04-25,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,311,25
3611,IN,2020-05-02,2020-04-26,1156,1088,1226,1407,251,258,2020,18,1,91,72,111,362,271,1407.5,2020-04-26,24367,444,6732219,3.61946038891486,2020-05-02,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,251,-7
3612,IN,2020-05-09,2020-05-03,1047,982,1113,1376,329,221,2020,19,1,86,67,105,295,209,1376.5,2020-05-03,31545,261,6732219,4.68567644635446,2020-05-09,0.927401201868574,2,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,329,108
3835,KS,2020-01-04,2019-12-29,561,515,610,589,28,0,2020,1,1,43,31,57,58,15,589.5,,,,,,,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,28,28
3836,KS,2020-01-11,2020-01-05,568,521,617,560,-8,0,2020,2,1,44,31,58,44,0,560.5,,,,,,,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,-8,-8
3837,KS,2020-01-18,2020-01-12,570,523,619,574,4,0,2020,3,1,47,34,62,47,0,574.5,,,,,,,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,4,4
3838,KS,2020-01-25,2020-01-19,573,525,621,571,-2,0,2020,4,1,50,36,64,59,9,571.5,,,,,,,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,-2,-2
3839,KS,2020-02-01,2020-01-26,573,526.975,622,546,-27,0,2020,5,1,49,35,64,43,-6,546.5,,,,,,,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,-27,-27
3840,KS,2020-02-08,2020-02-02,572,525,622,503,-69,0,2020,6,1,47,33,61,35,-12,503.5,,,,,,,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,-69,-69
3841,KS,2020-02-15,2020-02-09,572,525,621,572,0,0,2020,7,1,54,40,70,44,-10,572.5,,,,,,,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,0,0
3842,KS,2020-02-22,2020-02-16,568,520.975,617,558,-10,0,2020,8,1,53,39,69,46,-7,558.5,,,,,,,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,-10,-10
3843,KS,2020-02-29,2020-02-23,565,516,612,539,-26,0,2020,9,1,51,37,66,46,-5,539.5,,,,,,,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,-26,-26
3844,KS,2020-03-07,2020-03-01,557,511,606,574,17,0,2020,10,1,52,38,68,56,4,574.5,2020-03-01,7,0,2913314,0.00240276194052546,2020-03-07,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,17,17
3845,KS,2020-03-14,2020-03-08,549,502,599,521,-28,8,2020,11,1,45,32,59,55,10,521.5,2020-03-08,88,1,2913314,0.030206150109463,2020-03-14,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,-28,-36
3846,KS,2020-03-21,2020-03-15,541,494,589,513,-28,16,2020,12,1,41,29,55,43,2,513.5,2020-03-15,373,1,2913314,0.128032886259428,2020-03-21,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,-28,-44
3847,KS,2020-03-28,2020-03-22,532,487,579,517,-15,5,2020,13,1,39,27,52,46,7,517.5,2020-03-22,3460,3,2913314,1.18765090203116,2020-03-28,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,-15,-20
3848,KS,2020-04-04,2020-03-29,522,477,569.025,540,18,21,2020,14,1,38,26,51,54,16,540.5,2020-03-29,3646,16,2913314,1.25149571930798,2020-04-04,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,18,-3
3849,KS,2020-04-11,2020-04-05,513,468,560,516,3,33,2020,15,1,34,23,46,77,43,516.5,2020-04-05,4765,34,2913314,1.63559437808626,2020-04-11,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,3,-30
3850,KS,2020-04-18,2020-04-12,504,459,550,537,33,39,2020,16,1,33,22,46,63,30,537.5,2020-04-12,5333,31,2913314,1.83056134697461,2020-04-18,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,33,-6
3851,KS,2020-04-25,2020-04-19,494,450,539,521,27,13,2020,17,1,30,20,42,43,13,521.5,2020-04-19,7523,31,2913314,2.58228258265329,2020-04-25,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,27,14
3852,KS,2020-05-02,2020-04-26,482,437,526,500,18,21,2020,18,1,28,18,39.0249999999996,42,14,500.5,2020-04-26,9743,14,2913314,3.34430136950566,2020-05-02,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,18,-3
3853,KS,2020-05-09,2020-05-03,462,419,506,477,15,30,2020,19,1,27,17,38,54,27,477.5,2020-05-03,14991,26,2913314,5.14568632148817,2020-05-09,0.970296115418682,3,Statewide stay-at-home order,moderate,5/21/20,moderate,15,-15
4076,KY,2020-01-04,2019-12-29,1033,969,1098,1086,53,0,2020,1,1,102,83,123,103,1,1086.5,,,,,,,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,53,53
4077,KY,2020-01-11,2020-01-05,1030,967,1095,1052,22,0,2020,2,1,99,80,119,104,5,1052.5,,,,,,,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,22,22
4078,KY,2020-01-18,2020-01-12,1028,964,1092,1038,10,0,2020,3,1,97,78,118,114,17,1038.5,,,,,,,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,10,10
4079,KY,2020-01-25,2020-01-19,1026,963,1091,938,-88,0,2020,4,1,88,70,108,83,-5,938.5,,,,,,,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,-88,-88
4080,KY,2020-02-01,2020-01-26,1022,959,1088,972,-50,0,2020,5,1,91,72,111,100,9,972.5,,,,,,,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,-50,-50
4081,KY,2020-02-08,2020-02-02,1020,956,1084,948,-72,0,2020,6,1,90,71,110,102,12,948.5,,,,,,,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,-72,-72
4082,KY,2020-02-15,2020-02-09,1012,948,1078,947,-65,0,2020,7,1,89,71,109,86,-3,947.5,,,,,,,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,-65,-65
4083,KY,2020-02-22,2020-02-16,1001,936,1066,981,-20,0,2020,8,1,90,72,111,85,-5,981.5,,,,,,,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,-20,-20
4084,KY,2020-02-29,2020-02-23,990,927.975,1055,1001,11,0,2020,9,1,91,72,111.025,95,4,1001.5,,,,,,,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,11,11
4085,KY,2020-03-07,2020-03-01,979,915,1042,976,-3,0,2020,10,1,87,69,107,82,-5,976.5,2020-03-01,3,0,4467673,6.71490505236171e-4,2020-03-07,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,-3,-3
4086,KY,2020-03-14,2020-03-08,966,905,1030,994,28,0,2020,11,1,87,69,108,99,12,994.5,2020-03-08,143,0,4467673,0.0320077140829242,2020-03-14,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,28,28
4087,KY,2020-03-21,2020-03-15,952,891,1015,917,-35,16,2020,12,1,79,62,98,94,15,917.5,2020-03-15,615,2,4467673,0.137655553573415,2020-03-21,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,-35,-51
4088,KY,2020-03-28,2020-03-22,935,873,997,902,-33,9,2020,13,1,77,60,95,82,5,902.5,2020-03-22,4355,6,4467673,0.974780383434508,2020-03-28,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,-33,-42
4089,KY,2020-04-04,2020-03-29,915,853,977,998,83,47,2020,14,1,82,65,102,132,50,998.5,2020-03-29,10449,29,4467673,2.33880142973758,2020-04-04,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,83,36
4090,KY,2020-04-11,2020-04-05,891,833,955,965,74,53,2020,15,1,78,60,97,132,54,965.5,2020-04-05,8716,53,4467673,1.95090374787949,2020-04-11,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,74,21
4091,KY,2020-04-18,2020-04-12,864,805,923.025,886,22,52,2020,16,1,69,53,87,114,45,886.5,2020-04-12,6308,47,4467673,1.41192070234326,2020-04-18,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,22,-30
4092,KY,2020-04-25,2020-04-19,819,762,879,854,35,62,2020,17,1,65,50,82,134,69,854.5,2020-04-19,14366,63,4467673,3.21554419940761,2020-04-25,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,35,-27
4093,KY,2020-05-02,2020-04-26,749,695,805,797,48,41,2020,18,1,59,45,76,99,40,797.5,2020-04-26,12687,48,4467673,2.83973334664377,2020-05-02,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,48,7
4094,KY,2020-05-09,2020-05-03,633,583,685,675,42,41,2020,19,1,49,35,63,91,42,675.5,2020-05-03,28798,50,4467673,6.44586118993042,2020-05-09,0.794915552518633,1,Statewide healthy-at-home order,moderate,5/21/20,moderate,42,1
4317,LA,2020-01-04,2019-12-29,969,908,1033,924,-45,0,2020,1,1,49,36,64,55,6,924.5,,,,,,,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-45,-45
4318,LA,2020-01-11,2020-01-05,964,901,1028,958,-6,0,2020,2,1,52,38,67,67,15,958.5,,,,,,,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-6,-6
4319,LA,2020-01-18,2020-01-12,946,884,1009,952,6,0,2020,3,1,51,37,66,52,1,952.5,,,,,,,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,6,6
4320,LA,2020-01-25,2020-01-19,950,889,1013,956,6,0,2020,4,1,53,39,69,54,1,956.5,,,,,,,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,6,6
4321,LA,2020-02-01,2020-01-26,951,890,1015,965,14,0,2020,5,1,55,40,71,45,-10,965.5,,,,,,,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,14,14
4322,LA,2020-02-08,2020-02-02,947,885,1010,939,-8,0,2020,6,1,54,39,70,41,-13,939.5,,,,,,,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-8,-8
4323,LA,2020-02-15,2020-02-09,935,872,998,930,-5,0,2020,7,1,52,38,68,49,-3,930.5,,,,,,,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,-5,-5
4324,LA,2020-02-22,2020-02-16,915,855,976.025,930,15,0,2020,8,1,51,37,66,47,-4,930.5,,,,,,,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,15,15
4325,LA,2020-02-29,2020-02-23,908.5,848,970,974,65.5,0,2020,9,1,52,38,68,56,4,974.5,,,,,,,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,65.5,65.5
4326,LA,2020-03-07,2020-03-01,877,819,938,936,59,8,2020,10,1,47,33,61,57,10,936.5,2020-03-01,0,0,4648794,0,2020-03-07,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,59,51
4327,LA,2020-03-14,2020-03-08,868,808,929,952,84,0,2020,11,1,46,33,60.0249999999996,49,3,952.5,2020-03-08,160,0,4648794,0.0344175285030913,2020-03-14,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,84,84
4328,LA,2020-03-21,2020-03-15,851,794,911,898,47,37,2020,12,1,42,29,56,89,47,898.5,2020-03-15,2600,16,4648794,0.559284838175234,2020-03-21,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,47,10
4329,LA,2020-03-28,2020-03-22,836,779,897,1170,334,171,2020,13,1,52,38,68,230,178,1170.5,2020-03-22,22401,121,4648794,4.81866909998593,2020-03-28,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,334,163
4330,LA,2020-04-04,2020-03-29,820,763,879,1285,465,351,2020,14,1,55,41,71,415,360,1285.5,2020-03-29,33337,272,4648794,7.17110717317223,2020-04-04,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,465,114
4331,LA,2020-04-11,2020-04-05,799,742,859,1409,610,413,2020,15,1,59,44,75,464,405,1409.5,2020-04-05,38417,397,4648794,8.26386370314538,2020-04-11,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,610,197
4332,LA,2020-04-18,2020-04-12,770,714,827,1206,436,328,2020,16,1,48,35,63,380,332,1206.5,2020-04-12,41084,461,4648794,8.83756088138128,2020-04-18,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,436,108
4333,LA,2020-04-25,2020-04-19,730,678,785,1014,284,241,2020,17,1,40,27,53,279,239,1014.5,2020-04-19,1003,377,4648794,0.215754881803754,2020-04-25,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,284,43
4334,LA,2020-05-02,2020-04-26,671,619,724,925,254,195,2020,18,1,35,24,48,234,199,925.5,2020-04-26,33856,306,4648794,7.28274903125413,2020-05-02,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,254,59
4335,LA,2020-05-09,2020-05-03,573,525,623,766,193,143,2020,19,1,28,18,40,168,140,766.5,2020-05-03,39299,317,4648794,8.45359032901866,2020-05-09,0.809284980148399,1,Statewide stay-at-home order,moderate_variance,5/14/20,moderate,193,50
4558,MA,2020-01-04,2019-12-29,1248,1179,1322,1240,-8,0,2020,1,1,94,75,114,99,5,1240.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,-8,-8
4559,MA,2020-01-11,2020-01-05,1254,1183,1324,1266,12,0,2020,2,1,98,79,119,80,-18,1266.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,12,12
4560,MA,2020-01-18,2020-01-12,1258,1187,1330,1188,-70,0,2020,3,1,94,75,115,105,11,1188.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,-70,-70
4561,MA,2020-01-25,2020-01-19,1260,1191,1332,1299,39,0,2020,4,1,105,85,127,99,-6,1299.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,39,39
4562,MA,2020-02-01,2020-01-26,1263,1192,1334,1200,-63,0,2020,5,1,99,79,120,118,19,1200.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,-63,-63
4563,MA,2020-02-08,2020-02-02,1260,1190,1331,1231,-29,0,2020,6,1,102,82,123,105,3,1231.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,-29,-29
4564,MA,2020-02-15,2020-02-09,1255,1185,1326,1248,-7,0,2020,7,1,104,84,125,108,4,1248.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,-7,-7
4565,MA,2020-02-22,2020-02-16,1246,1176,1316.025,1165,-81,18,2020,8,1,96,77,117,105,9,1165.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,-81,-99
4566,MA,2020-02-29,2020-02-23,1232,1161,1304.025,1275,43,0,2020,9,1,104,84,125,121,17,1275.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,43,43
4567,MA,2020-03-07,2020-03-01,1218,1146.975,1290,1213,-5,17,2020,10,1,97,78,118,103,6,1213.5,,,,,,,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,-5,-22
