X1,state,week_end_date,week_start_date,baseline_all_cause,baseline_all_cause_lower,baseline_all_cause_upper,all_cause_deaths,excess_all_cause_deaths,covid19.nchs,year,week,day,baseline_pi,baseline_pi_lower,baseline_pi_upper,pneumonia_influenza_covid,excess_pneumonia_influenza_covid,pic.denom,date,testN,covid.track.death,pop2019,test.week.per.capita,week_end,lag,quantile_rank,type_of_order,restrictions,Last checked,restriction_type,adjusted_expected,adjusted_expected_minus_covid
4568,MA,2020-03-14,2020-03-08,1201,1132,1271,1306,105,0,2020,11,1,102,82,123,108,6,1306.5,2020-03-08,30,0,6892503,0.00435255523283777,2020-03-14,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,105,105
4569,MA,2020-03-21,2020-03-15,1191,1121.975,1262,1166,-25,14,2020,12,1,90,71,110,121,31,1166.5,2020-03-15,5187,7,6892503,0.75255679975765,2020-03-21,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,-25,-39
4570,MA,2020-03-28,2020-03-22,1181,1113,1252,1282,101,47,2020,13,1,97,78,117,170,73,1282.5,2020-03-22,29848,65,6892503,4.33050228632472,2020-03-28,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,101,54
4571,MA,2020-04-04,2020-03-29,1169,1100,1239,1536,367,226,2020,14,1,114,93,136,368,254,1536.5,2020-03-29,33755,232,6892503,4.89735006281463,2020-04-04,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,367,141
4572,MA,2020-04-11,2020-04-05,1157,1088,1227,2016,859,625,2020,15,1,145,121,171,759,614,2016.5,2020-04-05,40053,642,6892503,5.8110964913617,2020-04-11,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,859,234
4573,MA,2020-04-18,2020-04-12,1141,1075,1210.025,2441,1300,1074,2020,16,1,171,144,200,1211,1040,2441.5,2020-04-12,53250,1037,6892503,7.72578553828703,2020-04-18,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,1300,226
4574,MA,2020-04-25,2020-04-19,1124,1055,1193,2402,1278,1126,2020,17,1,164,138,191,1243,1079,2402.5,2020-04-19,64714,894,6892503,9.38904197792877,2020-04-25,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,1278,152
4575,MA,2020-05-02,2020-04-26,1101,1035,1170,2127,1026,964,2020,18,1,141,117,166,1057,916,2127.5,2020-04-26,72149,969,6892503,10.4677502498004,2020-05-02,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,1026,62
4576,MA,2020-05-09,2020-05-03,1063,999,1131,1964,901,878,2020,19,1,126,104,151,957,831,1964.5,2020-05-03,77543,994,6892503,11.2503396806646,2020-05-09,0.965910707801303,3,Statewide stay-at-home advisory,moderate,,moderate,901,23
4799,MD,2020-01-04,2019-12-29,1039,975,1103,1050,11,0,2020,1,1,75,58,93,99,24,1050.5,,,,,,,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,11,11
4800,MD,2020-01-11,2020-01-05,1045,981,1110,1035,-10,0,2020,2,1,75,58,93,88,13,1035.5,,,,,,,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,-10,-10
4801,MD,2020-01-18,2020-01-12,1050,984,1115,987,-63,0,2020,3,1,73,57,91,94,21,987.5,,,,,,,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,-63,-63
4802,MD,2020-01-25,2020-01-19,1051,985,1116,1002,-49,0,2020,4,1,76,59,94,68,-8,1002.5,,,,,,,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,-49,-49
4803,MD,2020-02-01,2020-01-26,1053,988,1118,1034,-19,0,2020,5,1,80,62,99,76,-4,1034.5,,,,,,,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,-19,-19
4804,MD,2020-02-08,2020-02-02,1053,988,1120,1003,-50,0,2020,6,1,79,62,97,71,-8,1003.5,,,,,,,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,-50,-50
4805,MD,2020-02-15,2020-02-09,1050,985,1116,1018,-32,0,2020,7,1,80,63,99,83,3,1018.5,,,,,,,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,-32,-32
4806,MD,2020-02-22,2020-02-16,1045,978,1111,970,-75,0,2020,8,1,76,59,95,69,-7,970.5,,,,,,,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,-75,-75
4807,MD,2020-02-29,2020-02-23,1038,973,1103,1072,34,0,2020,9,1,84,66,103,85,1,1072.5,,,,,,,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,34,34
4808,MD,2020-03-07,2020-03-01,1027,963,1093,1043,16,0,2020,10,1,80,62,98,90,10,1043.5,2020-03-01,27,0,6045680,0.00446599886199733,2020-03-07,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,16,16
4809,MD,2020-03-14,2020-03-08,1017,952,1082,1004,-13,0,2020,11,1,74,57.975,93,78,4,1004.5,2020-03-08,76,0,6045680,0.0125709597596962,2020-03-14,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,-13,-13
4810,MD,2020-03-21,2020-03-15,1004,940.975,1073,1057,53,10,2020,12,1,76,59,94,91,15,1057.5,2020-03-15,164,2,6045680,0.0271268079025023,2020-03-21,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,53,43
4811,MD,2020-03-28,2020-03-22,995,931,1060,1091,96,18,2020,13,1,76,59,95,119,43,1091.5,2020-03-22,12224,3,6045680,2.02193963292798,2020-03-28,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,96,78
4812,MD,2020-04-04,2020-03-29,982,921,1047,1184,202,90,2020,14,1,80,62,99,206,126,1184.5,2020-03-29,13102,48,6045680,2.16716729962552,2020-04-04,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,202,112
4813,MD,2020-04-11,2020-04-05,969,907,1032,1341,372,211,2020,15,1,87,69,107,308,221,1341.5,2020-04-05,21628,153,6045680,3.57743049582512,2020-04-11,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,372,161
4814,MD,2020-04-18,2020-04-12,954,892,1016,1338,384,291,2020,16,1,84,66,104,380,296,1338.5,2020-04-12,18132,328,6045680,2.99916634687909,2020-04-18,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,384,93
4815,MD,2020-04-25,2020-04-19,939,877,1002.025,1482,543,366,2020,17,1,90,71,110,444,354,1482.5,2020-04-19,23753,341,6045680,3.92892114700083,2020-04-25,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,543,177
4816,MD,2020-05-02,2020-04-26,919,860,982,1441,522,381,2020,18,1,85,67,105,452,367,1441.5,2020-04-26,36399,376,6045680,6.02066268806817,2020-05-02,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,522,141
4817,MD,2020-05-09,2020-05-03,882,822,942,1349,467,392,2020,19,1,77,60,96.0249999999996,444,367,1349.5,2020-05-03,30506,363,6045680,5.04591708459594,2020-05-09,0.949186980223104,2,Statewide stay-at-home order,major_variance,5/15/20,major,467,75
5040,ME,2020-01-04,2019-12-29,299,266,335,320,21,0,2020,1,1,26,17,38,22,-4,320.5,,,,,,,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,21,21
5041,ME,2020-01-11,2020-01-05,297,263,332.025,318,21,0,2020,2,1,28,18,39,21,-7,318.5,,,,,,,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,21,21
5042,ME,2020-01-18,2020-01-12,294,261,330,295,1,0,2020,3,1,27,18,39,28,1,295.5,,,,,,,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,1,1
5043,ME,2020-01-25,2020-01-19,299,264,334,307,8,0,2020,4,1,29,19,41,29,0,307.5,,,,,,,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,8,8
5044,ME,2020-02-01,2020-01-26,299,265,335,288,-11,0,2020,5,1,29,18.975,40,22,-7,288.5,,,,,,,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,-11,-11
5045,ME,2020-02-08,2020-02-02,300,266,335,316,16,0,2020,6,1,32,22,45,35,3,316.5,,,,,,,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,16,16
5046,ME,2020-02-15,2020-02-09,302,268,338,329,27,0,2020,7,1,35,24,47,25,-10,329.5,,,,,,,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,27,27
5047,ME,2020-02-22,2020-02-16,303,269,340,299,-4,0,2020,8,1,32,21,44,19,-13,299.5,,,,,,,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,-4,-4
5048,ME,2020-02-29,2020-02-23,303,269,340,292,-11,0,2020,9,1,32,21,44,28,-4,292.5,,,,,,,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,-11,-11
5049,ME,2020-03-07,2020-03-01,304,269,341,313,9,0,2020,10,1,34,23,47,32,-2,313.5,2020-03-01,0,0,1344212,0,2020-03-07,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,9,9
5050,ME,2020-03-14,2020-03-08,303,268,340,301,-2,0,2020,11,1,32,22,45,35,3,301.5,2020-03-08,93,0,1344212,0.0691855153800145,2020-03-14,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,-2,-2
5051,ME,2020-03-21,2020-03-15,303,268,338,277,-26,0,2020,12,1,30,19,42,18,-12,277.5,2020-03-15,2243,0,1344212,1.66863560212228,2020-03-21,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,-26,-26
5052,ME,2020-03-28,2020-03-22,301,267,337,279,-22,2,2020,13,1,30,19,42,33,3,279.5,2020-03-22,1268,1,1344212,0.943303586041488,2020-03-28,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,-22,-24
5053,ME,2020-04-04,2020-03-29,299,265,335,300,1,6,2020,14,1,31,20.975,44,41,10,300.5,2020-03-29,2939,9,1344212,2.18641107206304,2020-04-04,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,1,-5
5054,ME,2020-04-11,2020-04-05,296,262.975,332,304,8,11,2020,15,1,31,20,43,38,7,304.5,2020-04-05,160,9,1344212,0.119028843664541,2020-04-11,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,8,-3
5055,ME,2020-04-18,2020-04-12,292,258,328,310,18,10,2020,16,1,31,20,44,34,3,310.5,2020-04-12,8219,13,1344212,6.11436291299289,2020-04-18,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,18,8
5056,ME,2020-04-25,2020-04-19,288,255,323,284,-4,18,2020,17,1,28,18,39,32,4,284.5,2020-04-19,2851,18,1344212,2.12094520804754,2020-04-25,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,-4,-22
5057,ME,2020-05-02,2020-04-26,283,249,318,273,-10,6,2020,18,1,26,16,37,19,-7,273.5,2020-04-26,2924,6,1344212,2.17525211796949,2020-05-02,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,-10,-16
5058,ME,2020-05-09,2020-05-03,278,245,312,290,12,6,2020,19,1,27,17,38,27,0,290.5,2020-05-03,2802,8,1344212,2.08449262467527,2020-05-09,1.02383220330949,3,Statewide stay-at-home order,moderate_variance,5/15/20,moderate,12,6
5281,MI,2020-01-04,2019-12-29,2030,1939,2121,2012,-18,0,2020,1,1,121,99,144,125,4,2012.5,,,,,,,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,-18,-18
5282,MI,2020-01-11,2020-01-05,2034,1943,2126,2064,30,0,2020,2,1,126,105,150,144,18,2064.5,,,,,,,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,30,30
5283,MI,2020-01-18,2020-01-12,2039,1948,2132,1934,-105,0,2020,3,1,121,99,144,122,1,1934.5,,,,,,,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,-105,-105
5284,MI,2020-01-25,2020-01-19,2048,1956,2143,2004,-44,0,2020,4,1,130,107,153,114,-16,2004.5,,,,,,,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,-44,-44
5285,MI,2020-02-01,2020-01-26,2056,1963,2149,1999,-57,0,2020,5,1,133,110,157,128,-5,1999.5,,,,,,,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,-57,-57
5286,MI,2020-02-08,2020-02-02,2054,1959,2149.025,1932,-122,0,2020,6,1,131,109,156,140,9,1932.5,,,,,,,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,-122,-122
5287,MI,2020-02-15,2020-02-09,2050,1958.975,2145,2008,-42,0,2020,7,1,139,116,164,129,-10,2008.5,,,,,,,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,-42,-42
5288,MI,2020-02-22,2020-02-16,2045,1951,2137,2052,7,0,2020,8,1,144,120,169,158,14,2052.5,,,,,,,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,7,7
5289,MI,2020-02-29,2020-02-23,2032,1944,2125,1960,-72,0,2020,9,1,138,114,162,127,-11,1960.5,,,,,,,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,-72,-72
5290,MI,2020-03-07,2020-03-01,2016,1924,2107,1968,-48,0,2020,10,1,138,114,163,136,-2,1968.5,2020-03-01,137,0,9986857,0.0137180296063116,2020-03-07,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,-48,-48
5291,MI,2020-03-14,2020-03-08,1991,1899,2086,1935,-56,25,2020,11,1,134,111,158,158,24,1935.5,2020-03-08,1255,0,9986857,0.125665161722051,2020-03-14,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,-56,-81
5292,MI,2020-03-21,2020-03-15,1966,1875.975,2059,1998,32,19,2020,12,1,135,112,159,173,38,1998.5,2020-03-15,6838,5,9986857,0.684699901079989,2020-03-21,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,32,13
5293,MI,2020-03-28,2020-03-22,1937,1848,2030,2367,430,214,2020,13,1,157,132,184,399,242,2367.5,2020-03-22,15231,87,9986857,1.52510444477176,2020-03-28,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,430,216
5294,MI,2020-04-04,2020-03-29,1910,1821.975,2000,3009,1099,633,2020,14,1,194,166,224,865,671,3009.5,2020-03-29,30330,448,9986857,3.03699151795204,2020-04-04,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,1099,466
5295,MI,2020-04-11,2020-04-05,1884,1795,1973,3222,1338,896,2020,15,1,202,172,232,1089,887,3222.5,2020-04-05,22214,852,9986857,2.22432342828179,2020-04-11,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,1338,442
5296,MI,2020-04-18,2020-04-12,1850,1764,1939,2956,1106,862,2020,16,1,180,153,208,1002,822,2956.5,2020-04-12,23713,916,9986857,2.37442070112749,2020-04-18,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,1106,244
5297,MI,2020-04-25,2020-04-19,1806,1720,1893,2549,743,618,2020,17,1,150,126,176,745,595,2549.5,2020-04-19,44317,966,9986857,4.43753224863438,2020-04-25,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,743,125
5298,MI,2020-05-02,2020-04-26,1747,1663,1834,2312,565,432,2020,18,1,132,109,156,534,402,2312.5,2020-04-26,57665,746,9986857,5.77408888502158,2020-05-02,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,565,133
5299,MI,2020-05-09,2020-05-03,1637,1555,1720.025,1791,154,287,2020,19,1,99,80,120,383,284,1791.5,2020-05-03,71777,506,9986857,7.18714606607464,2020-05-09,0.931176723974738,2,Statewide stay-at-home order,major_variance,5/21/20,major,154,-133
5522,MN,2020-01-04,2019-12-29,969,906,1034,1009,40,0,2020,1,1,73,56,91,70,-3,1009.5,,,,,,,0.91613364924005,2,Statewide stay-at-home order,major,,major,40,40
5523,MN,2020-01-11,2020-01-05,970,908,1035,950,-20,0,2020,2,1,70,54,87,68,-2,950.5,,,,,,,0.91613364924005,2,Statewide stay-at-home order,major,,major,-20,-20
5524,MN,2020-01-18,2020-01-12,965,901.975,1029,944,-21,0,2020,3,1,69,53,87,70,1,944.5,,,,,,,0.91613364924005,2,Statewide stay-at-home order,major,,major,-21,-21
5525,MN,2020-01-25,2020-01-19,966,904,1030,955,-11,0,2020,4,1,72,56,90,78,6,955.5,,,,,,,0.91613364924005,2,Statewide stay-at-home order,major,,major,-11,-11
5526,MN,2020-02-01,2020-01-26,964,903,1028.025,941,-23,0,2020,5,1,73,56,90,82,9,941.5,,,,,,,0.91613364924005,2,Statewide stay-at-home order,major,,major,-23,-23
5527,MN,2020-02-08,2020-02-02,959,897.975,1024,918,-41,0,2020,6,1,71,55,90,69,-2,918.5,,,,,,,0.91613364924005,2,Statewide stay-at-home order,major,,major,-41,-41
5528,MN,2020-02-15,2020-02-09,951,889,1014,938,-13,0,2020,7,1,73,57,92,58,-15,938.5,,,,,,,0.91613364924005,2,Statewide stay-at-home order,major,,major,-13,-13
5529,MN,2020-02-22,2020-02-16,943,882.975,1006,911,-32,0,2020,8,1,71,55,89,76,5,911.5,,,,,,,0.91613364924005,2,Statewide stay-at-home order,major,,major,-32,-32
5530,MN,2020-02-29,2020-02-23,932,871,996,929,-3,0,2020,9,1,72,55,90,84,12,929.5,,,,,,,0.91613364924005,2,Statewide stay-at-home order,major,,major,-3,-3
5531,MN,2020-03-07,2020-03-01,923,861,986,942,19,0,2020,10,1,72,55,90,86,14,942.5,2020-03-01,13,0,5639632,0.00230511494367008,2020-03-07,0.91613364924005,2,Statewide stay-at-home order,major,,major,19,19
5532,MN,2020-03-14,2020-03-08,913,853,974,876,-37,0,2020,11,1,65,49,83,65,0,876.5,2020-03-08,819,0,5639632,0.145222241451215,2020-03-14,0.91613364924005,2,Statewide stay-at-home order,major,,major,-37,-37
5533,MN,2020-03-21,2020-03-15,902,843,963,890,-12,15,2020,12,1,65,49,82,82,17,890.5,2020-03-15,3222,1,5639632,0.571313872961924,2020-03-21,0.91613364924005,2,Statewide stay-at-home order,major,,major,-12,-27
5534,MN,2020-03-28,2020-03-22,894,834.975,957,898,4,11,2020,13,1,64,48,81,72,8,898.5,2020-03-22,12039,4,5639632,2.13471375437263,2020-03-28,0.91613364924005,2,Statewide stay-at-home order,major,,major,4,-7
5535,MN,2020-04-04,2020-03-29,886,825,947,913,27,22,2020,14,1,63,48,80.0249999999996,80,17,913.5,2020-03-29,9294,19,5639632,1.64797986818998,2020-04-04,0.91613364924005,2,Statewide stay-at-home order,major,,major,27,5
5536,MN,2020-04-11,2020-04-05,878,819,938,928,50,43,2020,15,1,62,47,79,118,56,928.5,2020-04-05,9981,40,5639632,1.76979632713624,2020-04-11,0.91613364924005,2,Statewide stay-at-home order,major,,major,50,7
5537,MN,2020-04-18,2020-04-12,865,806,927,928,63,75,2020,16,1,61,45,77,141,80,928.5,2020-04-12,8864,57,5639632,1.57173375851474,2020-04-18,0.91613364924005,2,Statewide stay-at-home order,major,,major,63,-12
5538,MN,2020-04-25,2020-04-19,852,793,912,978,126,135,2020,17,1,62,46,79,187,125,978.5,2020-04-19,12329,123,5639632,2.18613554926988,2020-04-25,0.91613364924005,2,Statewide stay-at-home order,major,,major,126,-9
5539,MN,2020-05-02,2020-04-26,828,772,890,991,163,141,2020,18,1,61,46,78,196,135,991.5,2020-04-26,22410,151,5639632,3.97366352981897,2020-05-02,0.91613364924005,2,Statewide stay-at-home order,major,,major,163,22
5540,MN,2020-05-09,2020-05-03,795,739,853,964,169,155,2020,19,1,57,43,74,195,138,964.5,2020-05-03,27256,163,5639632,4.83293945420552,2020-05-09,0.91613364924005,2,Statewide stay-at-home order,major,,major,169,14
5763,MO,2020-01-04,2019-12-29,1364,1289,1438,1324,-40,0,2020,1,1,84,66,103.025,85,1,1324.5,,,,,,,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-40,-40
5764,MO,2020-01-11,2020-01-05,1370,1297.975,1446,1328,-42,0,2020,2,1,87,69,106,88,1,1328.5,,,,,,,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-42,-42
5765,MO,2020-01-18,2020-01-12,1378,1303,1455,1327,-51,0,2020,3,1,89,71,109,89,0,1327.5,,,,,,,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-51,-51
5766,MO,2020-01-25,2020-01-19,1383,1308,1462,1335,-48,0,2020,4,1,93,74,113,85,-8,1335.5,,,,,,,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-48,-48
5767,MO,2020-02-01,2020-01-26,1389,1313,1465,1352,-37,0,2020,5,1,97,78,117,98,1,1352.5,,,,,,,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-37,-37
5768,MO,2020-02-08,2020-02-02,1385,1310,1462,1320,-65,0,2020,6,1,96,77,117,75,-21,1320.5,,,,,,,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-65,-65
5769,MO,2020-02-15,2020-02-09,1376,1301,1454,1335,-41,0,2020,7,1,97,78,117,79,-18,1335.5,,,,,,,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-41,-41
5770,MO,2020-02-22,2020-02-16,1362,1287,1439.025,1342,-20,0,2020,8,1,97,77,118,91,-6,1342.5,,,,,,,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-20,-20
5771,MO,2020-02-29,2020-02-23,1345,1272,1419.025,1347,2,0,2020,9,1,95,75,115,112,17,1347.5,,,,,,,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,2,2
5772,MO,2020-03-07,2020-03-01,1325,1251,1400,1358,33,0,2020,10,1,92,73,112,108,16,1358.5,2020-03-01,0,0,6137428,0,2020-03-07,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,33,33
5773,MO,2020-03-14,2020-03-08,1298,1225.975,1373,1275,-23,0,2020,11,1,83,65,102,98,15,1275.5,2020-03-08,94,0,6137428,0.0153158619538999,2020-03-14,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-23,-23
5774,MO,2020-03-21,2020-03-15,1270,1200,1345,1234,-36,22,2020,12,1,76,59,95,86,10,1234.5,2020-03-15,348,3,6137428,0.0567012761697571,2020-03-21,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,-36,-58
5775,MO,2020-03-28,2020-03-22,1237,1167,1309,1287,50,15,2020,13,1,75,58,93,123,48,1287.5,2020-03-22,10478,7,6137428,1.70722980375493,2020-03-28,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,50,35
5776,MO,2020-04-04,2020-03-29,1207,1138,1280,1242,35,52,2020,14,1,69,53,86,141,72,1242.5,2020-03-29,13985,14,6137428,2.2786418023967,2020-04-04,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,35,-17
5777,MO,2020-04-11,2020-04-05,1174,1104,1244,1384,210,85,2020,15,1,73,56,91,162,89,1384.5,2020-04-05,18267,85,6137428,2.97632819480734,2020-04-11,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,210,125
5778,MO,2020-04-18,2020-04-12,1139,1071,1208,1246,107,75,2020,16,1,63,47,79,147,84,1246.5,2020-04-12,10587,66,6137428,1.72498968623339,2020-04-18,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,107,32
5779,MO,2020-04-25,2020-04-19,1101,1036,1171,1264,163,97,2020,17,1,61,46,78,166,105,1264.5,2020-04-19,13459,98,6137428,2.19293814933552,2020-04-25,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,163,66
5780,MO,2020-05-02,2020-04-26,1052,988,1120,1184,132,95,2020,18,1,55,41,71,148,93,1184.5,2020-04-26,15526,78,6137428,2.52972417761968,2020-05-02,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,132,37
5781,MO,2020-05-09,2020-05-03,959,899,1022,1063,104,85,2020,19,1,48,35,63,137,89,1063.5,2020-05-03,26154,121,6137428,4.26139418662019,2020-05-09,0.894162243472608,1,Statewide stay-at-home order,minor,,minor,104,19
6004,MS,2020-01-04,2019-12-29,667,615,720,673,6,0,2020,1,1,55,41,71,63,8,673.5,,,,,,,0.964038799194343,2,Statewide healthy-at-home order,minor,5/21/20,minor,6,6
